68	When was Carnegie Mellon University (CMU) founded?
69	What are the school colors for Carnegie Mellon University (CMU)?
70	How does the arrangement of colored threads in a tartan compare in the warp and the weft?
71	What are some of the temperament traits of the Scottish Terrier breed?
72	What types of programs did the Carnegie Technical Schools offer?
73	Who has an office at the Qatar Campus?
74	Can you name a team that is known for having quiet buggies on the course?
75	Where is Carnegie Mellon University (CMU) located?
76	What was Carnegie's vision for the technical institute in Pittsburgh?
77	What is the office number for Jamie Callan?
78	When are performances?
79	Where are performances? 
80	Where are rehearsals?
81	In what year did Alan Perlis begin teaching the first freshman-level computer programming course in the United States?
82	How many faculty members are listed with an interest in Information Retrieval?
83	What is Carnegie Mellon known for?
84	How does CMU view the relationship between technology and humanity?
85	What was the original name of the College of Humanities and Social Sciences at Carnegie Mellon?
86	On whose birthday did The Kiltie Band perform for the first time?
87	How many Academy Awards has the CMU community won?
88	What was the percentage of women among CMU's Computer Science first-year students?
89	What are the application requirements for the Dual-Degree Ph.D. program at LTI?
90	How many units of graduate-level courses must a student pass to obtain a Ph.D. in Language and Information Technologies at LTI?
91	What is the economic impact of CMU on Pittsburgh, specifically in terms of attracting major companies?
92	In what way does the Scottish Terrier's determined temperament mirror the characteristics of Carnegie Mellon University?
93	How many countries do CMU students come from?
94	What is the capacity of the CMU Soccer Field?
95	How long do students spend in Portugal as part of the Dual-Degree Ph.D. program?
96	Which company did Carnegie Mellon partner with to develop the graphics for the mascot?
97	How did CMU's CAPTCHAs contribute to internet security?
98	How does the combination of physical and temperament traits of the Scottish Terrier enhance its suitability as Carnegie Mellon University's mascot?
99	Is there an audition requirement for joining The Kiltie Band?
100	How did Carnegie Tech address the practical learning aspect in its curriculum?
101	How can MCDS students complete their degree, and what are the differences in timing?
102	Can I borrow a school instrument?
103	When did Andrew Carnegie found Carnegie Technical Schools?
104	How did Andrew Carnegie contribute to the industrial era in the United States?
105	What are common misrepresentations of a Tartan?
106	What is the significance of fairings in buggy construction?
107	Compare the number of faculty interested in Machine Learning to those in Natural Language Processing.
108	What is your opinion on the lasting impact of emoticons, introduced by CMU in 1982?
109	What rank did CMU's Management Information Systems program receive from U.S. News & World Report in 2022?
110	How was the name for Carnegie Mellon University's mascot chosen?
111	Which campus entity recognizes The Kiltie Band?
112	Do I have to memorize music?
113	Who was Andrew Carnegie?
114	What is the motto of Andrew Carnegie, the founder of Carnegie Mellon University?
115	What are the prerequisites for applying to the language technologies minor at LTI?
116	What was the 'Carnegie Plan' initiated in 1938?
117	What was Andrew Carnegie's nationality before he emigrated to the United States?
118	How often does The Kiltie Band change its show during the football season?
119	When was the School of Computer Science founded, and what fields did it pioneer?
120	What does the Strategic Plan 2025 aim to advance at CMU?
121	What was CMU's global ranking according to Times Higher Education World University Ranking in 2023?
122	In what ways does CMU intend to impact the world?
123	When was The Kiltie Band founded?
124	How did Carnegie Tech contribute to the development of research institutions?
125	What is the name of the soccer stadium at Carnegie Mellon University (CMU)?
126	Explain "Transition" in Sweepstakes slang.
127	What transformation did Carnegie Technical Schools undergo in its early years?
128	What are the majors offered in the MCDS program?
129	What is the application deadline and fee for the MLT program for Fall 2024 admission?
130	How many units of study must a student complete to earn the MSAII degree?
131	How does the MSAII program prepare its graduates?
132	Who is the President of Carnegie Mellon University?
133	How many graduate and doctoral students were enrolled at Carnegie Mellon University (CMU)?
134	What happens when vertical and horizontal stripes of the same color cross in a tartan pattern?
135	Who invented Duolingo, and what was its achievement in the year following its launch?
136	When was the official Scotty costume unveiled?
137	What challenges are faced by drivers due to the condition of the race course?
138	Compare the importance of the Mach kernel with the development of Java at CMU.
139	Who was Andrew Carnegie's heritage?
140	Can you list some core curriculum courses in the MSAII program?
141	How did Carnegie Tech's campus evolve architecturally in the early 20th century?
142	What are the graduation requirements for the MLT program?
143	How does the condition of the race course impact the races?
144	When did Carnegie Mellon University officially adopt the Scottish terrier as its mascot?
145	What are the basic components of a buggy?
146	When was the School of Urban and Public Affairs opened, and what is its current name?
147	What is the name of the basketball and/or volleyball gym at Carnegie Mellon University (CMU)?
148	Identify faculty members involved in Speech Processing.
149	How does the School of Computer Science at CMU maintain its founders' vision in the 21st century?
150	How many countries do CMU faculty come from?
151	What significant change is happening at CMU in the coming years?
152	What are CMU's main areas of focus according to the Strategic Plan 2025?
153	When did The Kiltie Band have its first official performance?
154	What is the final application deadline for fall admission to the Ph.D. program at LTI for the year 2024?
155	How many elective courses must students choose for the Language Technologies Concentration?
156	How does the curriculum for the Ph.D. in Language and Information Technology change over the five-year schedule?
157	Describe the "three-M" machine initiative led by Raj Reddy.
158	What is the partnership country for the Dual-Degree Ph.D. in Language and Information Technologies offered by LTI?
159	What types of professionals can be found among Carnegie Mellon's alumni?
160	What was the role of focus groups in the mascot selection process?
161	What is the name of the football stadium and/or track and field at Carnegie Mellon University (CMU)?
162	Who focuses on Embodiment in their research at the Language Technologies Institute?
163	Who specializes in Machine Translation at the Language Technologies Institute?
164	How many units must MIIS-16 students complete, and what areas do these units cover?
165	What are the course requirements for obtaining a Ph.D. in Language and Information Technologies at LTI?
166	When does the Kiltie Concert Band play its holiday concert?
167	What are the options for the timing of completing the MCDS degree?
168	Which faculty member has an office located at 205 407 South Craig Street?
169	What does "Chute" signify in the context of the Buggy Races?
170	When did Andrew Carnegie emigrate from Scotland?
171	Does the name "Scotty" refer only to the costumed mascot at Carnegie Mellon University?
172	Compare the early application fee to the regular application fee for the Ph.D. program at LTI.
173	How did Carnegie Tech expand during the first half of the 20th century?
174	How does the MCDS program prepare students for their careers?
175	For what purpose did Andrew Carnegie donate $1 million in 1900?
176	What is the importance of the Mellon family in the history of Carnegie Mellon University?
177	How did CMU's approach to computer science education and research evolve from the 1950s to the 2010s?
178	How has the merger between Carnegie Tech and the Mellon Institute impacted the world of higher education, according to the document?
179	What is the cost of applying to the Dual-Degree Ph.D. program in Language and Information Technologies?
180	How many living alumni does CMU have?
181	How many degree-granting locations does Carnegie Mellon have?
182	What interdisciplinary Ph.D. program did Carnegie Tech create in 1961?
183	Where did Andrew Carnegie settle when he emigrated from Scotland?
184	What is the alma mater and graduation year of Carnegie Mellon University's athletic director?
185	How did Andrew Carnegie view his post-wealth phase of life?
186	Who founded the Carnegie Technical Schools?
187	How does the LTI Dual-Degree Ph.D. program compare to traditional Ph.D. programs in terms of structure and focus?
188	Who is a "Chute Flagger"?
189	In what year did Andrew Carnegie die, and what is said about his vision?
190	According to the document, what was a significant milestone in language translation technology achieved by CMU?
191	What significant computing device arrived at Carnegie Tech in 1956?
192	What was Andrew Carnegie's job before he became a successful entrepreneur?
193	What does the Scottish terrier mascot performer wear?
194	How did Carnegie Tech's early curriculum adapt to societal needs?
195	Can you describe the structure and focus of the MLT program at LTI?
196	How did the introduction of multi-core processors at CMU impact computer performance?
197	What types of undergraduate degrees do incoming MSAII students generally hold?
198	Where is the current Buggy Race course located?
199	What is the capacity of Wiegand Gymnasium?
200	When did Carnegie Tech merge with the Mellon Institute to become Carnegie Mellon University?
201	What misconception did approximately 25 percent of surveyed alumni have about the Scottish terrier?
202	When did CMU develop the first successful web search engine?
203	What is required for a driver to qualify to race in the Buggy Races?
204	What was the first in the field of email innovations credited to a CMU professor?
205	What pioneering educational programs did Carnegie Tech offer?
206	What courses are offered in the first year of the MLT program?
207	Why was the Scottish Terrier chosen as Carnegie Mellon University's mascot?
208	What has changed about the vehicles used in the Buggy Races since its inception?
209	What is the final deadline for fall admission to the Master of Science in Artificial Intelligence and Innovation program for 2024?
210	When is the first rehearsal?
211	Who established Carnegie Tech's first Computation Center?
212	How many students formed The Kiltie Band initially?
213	How many companies has the CMU community launched to date?
214	What vision was revisited during the 50th anniversary celebration of Carnegie Mellon University?
215	When was the first doctorate awarded at Carnegie Tech, and in which field?
216	What percentage of students voted for the Scottish terrier as the mascot in the 2007 survey?
217	What are the options for elective courses in the Language Technologies Concentration?
218	What are the names of the two colleges established as a result of the Carnegie Tech and Mellon Institute merger?
219	What is a "Pushbar"?
220	How do teams name their buggies, and can you give examples?
221	What significant contribution did James Gosling, a CMU alumnus, make to the field of computer programming?
222	What is the focus of the Master of Computational Data Science (MCDS) degree at LTI?
223	Can you describe the types of expertise the LTI degree programs prepare students for?
224	Can you describe the Scottish Terrier's expression and how it relates to its role as a mascot?
225	What year was the first artificial intelligence program created?
226	What is the mascot for Carnegie Mellon University (CMU)?
227	What is the email address for the faculty member with interests in Creativity and Evaluation in NLP?
228	How many people does it take to navigate the current Buggy Race course?
229	What are the expected career paths for graduates of the LTI Ph.D. program?
230	When did the School of Computer Science at CMU celebrate its 25th year?
231	Which CMU faculty member received the Nobel Prize in Economics and for what?
232	How does the Scottish Terrier's temperament reflect on Carnegie Mellon University's ethos?
233	What is the term "Buggy" used to describe in Sweepstakes slang?
234	What was the purpose of the Andrew Project at CMU?
235	How many Turing Awards has the CMU community received?
236	What events does The Kiltie Marching Band play at?
237	Compare the Standard Timing and Extended Timing options of the MCDS program.
238	What was the first college devoted solely to computer science in the United States?
239	What groundbreaking invention related to personal safety materials was created by a CMU alumna?
240	What breed is Carnegie Mellon University's mascot?
241	How long has the tradition of Sweepstakes, or Buggy Races, been running at Carnegie Mellon University?
242	What types of careers have alumni of the MIIS program pursued?
243	Define "Driver" in Sweepstakes terms.
244	How does Duolingo, a CMU spinoff, assist in language learning?
245	How many spring concerts does The Kiltie Band perform, and at what special event do they perform?
246	How can someone contact Daphne Ippolito?
247	How does the Scottish Terrier's agility contribute to its symbolic representation for Carnegie Mellon University?
248	When did the official mascot of Carnegie Mellon debut?
249	Before becoming the official mascot in 2007, how long had students dressed as a Scottish terrier?
250	Describe the curriculum requirements for an MCDS student.
251	What is the nickname for Carnegie Mellon University (CMU)?
252	Who received the first doctorate from Carnegie Tech?
253	How do teams typically approach the construction of their buggies?
254	How can I get kicked out from The Kiltie Band?
255	What percentage of CMU's undergraduate students are international?
256	When did the merger that formed Carnegie Mellon University occur?
257	Where are new buggy names revealed to the public?
258	What is the core course required for the Language Technologies Concentration at LTI?
259	What role does a "Pusher" play in the Buggy Races?
260	How many course credits are required to graduate from the MCDS program?
261	How many research partnerships does Carnegie Mellon have?
262	What is the capacity of Gesling Stadium?
263	How is the undergraduate research project requirement fulfilled for the Language Technologies Concentration?
264	Who were the interdisciplinary leaders of the School of Computer Science?
265	How did the undergraduate computer science program at CMU begin?
266	How did Carnegie Tech position itself in the latter half of the 20th century?
267	What is Andrew Carnegie known for?
268	What NCAA division is Carnegie Mellon University (CMU) affiliated with?
269	When did Carnegie Mellon officially start the process to select a mascot?
270	Was Andrew Carnegie always successful in his career?
271	What type of surface does the CMU Soccer Field have?
272	Why are Carnegie Mellon's athletic teams nicknamed the "Tartans"?
273	What was the first new school opened by Carnegie Tech in the post-war years, and what was it later renamed?
274	What was the primary focus of the newly founded schools at Carnegie Tech in the post-war years?
275	How many course units must MLT students complete, and what is the distribution among different types of courses?
276	Was there a specific college for women at the Carnegie Technical Schools? If so, what was its name?
277	How do the LTI's degree programs incorporate human language technologies?
278	What field did the David A. Tepper School of Business focus on?
279	List the areas where CMU has made pioneering contributions in computer science.
280	What led to the creation of the School of Computer Science at CMU?
281	What research areas does Justine Cassell focus on?
282	Can you describe the MIIS degree program at LTI?
283	What were C.mmp and Cm*?
284	What are the practical experiences required for MIIS students at LTI?
285	Is a thesis required for the MLT program?
286	Compare the size of the Computer Science Department in 1982 to its size in 2013.
287	Can you describe the curriculum structure for the Dual-Degree Ph.D. program in Language and Information Technologies?
288	Can you list some fields where Carnegie Mellon alumni have excelled?
289	Which faculty member's research includes Fairness and Ethics in Language Technology?
290	Describe the research interests of Bhiksha Ramakrishnan.
291	How does the year-by-year study plan look for students in the Dual-Degree Ph.D. program?
292	What was the significance of the merger between Carnegie Tech and the Mellon Institute for Carnegie Mellon University?
293	What was the significance of the Logic Theorist program developed by Simon, Newell, and Shaw?
294	When did Carnegie Technical Schools become the Carnegie Institute of Technology?
295	What is a Tartan?
296	What demographic did the Carnegie Technical Schools primarily aim to serve?
297	How does CMU plan to maintain its status as a world-class university?
298	How does the MSAII program relate to its predecessor?
299	What safety gear is required for all drivers?
300	Where can you find items featuring the official tartan pattern?
301	What is the alma mater of the president of Carnegie Mellon University (CMU)?
302	Who provided support for Carnegie Tech before its merger with the Mellon Institute?
303	What year was the Robotics Institute created at CMU?
304	What do they wear under those kilts?
305	When did Carnegie Tech get its first IBM computer?
306	What qualities make the Scottish Terrier a natural choice for a university mascot, specifically Carnegie Mellon?
307	What is the rank of CMU's College of Engineering according to U.S. News & World Report in 2022?
308	When are rehearsals?
309	Are there auditions?
310	Who is the president of Carnegie Mellon University?
311	When did Carnegie Mellon celebrate the 50th anniversary of its founding through the merger?
312	What is meant by "Shell" in the context of a buggy?
313	Where does Carnegie Mellon have campuses?
314	What was the reason for Carnegie Mellon's expansion to international educational opportunities?
315	What role did CMU play in the development of online information encryption?
316	What defines a tartan pattern in fabric?
317	How long has Carnegie Mellon been established?
318	What was the impact of women joining male peers in classrooms and dorms in 1973?
319	In what capacity does The Kiltie Band support the basketball teams?
320	Who won the vote for the mascot of Carnegie Mellon University?
321	What are the application requirements for the MSAII program at Carnegie Mellon's School of Computer Science?
322	How did the Carnegie Mellon community participate in the mascot selection process?
323	When did CMU's Faculty Senate agree to elevate the Department of Computer Science to college status?
324	Who is the athletic director at Carnegie Mellon University (CMU)?
325	Besides football games, at what other events does The Kiltie Band perform?
326	What is required from students for the capstone project in the MSAII program?
327	What is the phone number for the Athletic Department at Carnegie Mellon University?
